tweet_created,tweet_text,tweet_category,tweet_topics,tweet_location,tweet_state,tweet_region,user_timezone,user_gender,retweet_count
2015-01-01 11:40:00,RT @LenGoesIn: New Years resolution is to stop being a savage,Personal Growth,Be more positive,NJ ‰ West Virginia University,NJ,Northeast,Eastern Time (US & Canada),female,3
2015-01-01 11:40:00,"My new years resolution is to continue improving as a person and make people I care about happy, while making sure I can be too.",Personal Growth,Read more books,Florida,FL,South,Atlantic Time (Canada),male,0
2015-01-01 11:40:00,I pray that my New Years resolution is to become a famous viner...that's all I ask for _ÙÎÊ _Ùª,Personal Growth,Other,"Hartford, CT",CT,Northeast,Quito,male,0
2015-01-01 11:41:00,RT @savannahkraus: I think my New Years resolution should be to stop drinking so much coffee &amp; soda bc I want white teeth,Health & Fitness,Drink Less Caffine,‰Û¢c a l i f‰__•ür n i a‰Û¢,CA,West,,female,2
2015-01-01 11:41:00,New Years resolution I'm quitting Fireball,Recreation & Leisure,Other,pasig + new york,NY,Northeast,Eastern Time (US & Canada),female,0
2015-01-01 11:41:00,My new years resolution is to become 100% independent. No help from my mama or my brother.,Personal Growth,Improve my attitude,"Houston, Texas",TX,South,Central Time (US & Canada),male,0
2015-01-01 11:41:00,New Years resolution AGAIN: to be an even more delicious strawberry in 2015! @marahuber3 _Ù÷÷,Personal Growth,Acheive My Goals,"Cincinnati, OH",OH,Midwest,Atlantic Time (Canada),female,0
2015-01-01 11:42:00,RT @melissashoop_: New Years resolution: be more cynical than ever (I'm already off to a good start),Personal Growth,Have more patience,"Washington, US",WA,West,,female,2
2015-01-01 11:42:00,My new years resolution is to do exactly the same things I did last year. Minute by minute. No deviation.,Personal Growth,Acheive My Goals,"Brooklyn, NY",NY,Northeast,Eastern Time (US & Canada),male,0
2015-01-01 11:42:00,New Years resolution is to look a little more like Blake Lively _Ù÷,Personal Growth,Improve my appearance,Pittsburgh,PA,Northeast,,female,0
2015-01-01 11:42:00,New years resolution is dot dot Keep getting better #simple #I #can #do #it,Personal Growth,Acheive My Goals,Wantagh,NY,Northeast,,female,0
2015-01-01 11:42:00,Our New Years resolution was not to eat out and here we are going to get pizza.. @stephaniedeus14,Health & Fitness,Lose weight,hilmar,CA,West,Arizona,female,0
2015-01-01 11:42:00,New Years Resolution: get an A in Kamp's class,Education/Training,Improve Grades,texas,TX,South,,female,0
2015-01-01 11:42:00,RT @J_Nafash: New Years Resolution: Get in shape for bikini season 2015 _ÙÔª,Health & Fitness,Improve my body,NY,NY,Northeast,Quito,female,1
2015-01-01 11:42:00,My new years resolution is to make more money then I did last year.,Personal Growth,Other,Corpus Christi,TX,South,Central Time (US & Canada),male,1
2015-01-01 11:42:00,New Years resolution: Tweet more.Done.,Humor,Humor about Personal Growth and Interests Resolutions,Los Angeles,CA,West,,male,1
2015-01-01 11:42:00,RT @PhillipsDerrik: New years resolution  is to see my bengals win this first playoff game and turn that into momentum!  #whodey,Recreation & Leisure,Other,Ohio,OH,Midwest,,female,1
2015-01-01 11:43:00,RT @CelebrityChez: My new years resolution is to try to stop making out with puppets in public.,Humor,Humor about Family/Friends/Relationships Resolutions,"Texas Guy in Denver, CO",CO,West,Mountain Time (US & Canada),male,6
2015-01-01 11:43:00,"New Years resolution: less social media, stop over thinking, have fun, wear more sweat pants, love myself, always smile, and be happy #what",Personal Growth,Use less social media,"Vienna, MO",MO,Midwest,,female,4
2015-01-01 11:43:00,New Years Resolution: stop fostering half ass friendships.,Family/Friends/Relationships,Make new friends,South Florida,FL,South,Atlantic Time (Canada),female,2
2015-01-01 11:43:00,My New Years resolution is just to enjoy life ! #Real,Personal Growth,Face Fears,Jacksonville NC.,NC,South,Eastern Time (US & Canada),male,0
2015-01-01 11:43:00,"‰ÛÏ@danny0bri3n: 2014: angry drunk2015: still drunk, but not as angry‰Û My New Years resolution",Humor,Humor about New Years,"Fort Collins, CO",CO,West,,female,0
2015-01-01 11:43:00,New Years resolution: smile like a normal person for pictures,Personal Growth,Get a tattoo,UConn,CT,Northeast,Eastern Time (US & Canada),female,0
2015-01-01 11:43:00,First and probably the most exciting New Years Resolution of 2015: Travel abroad! Now time to make it happen!,Recreation & Leisure,Cook more,"San Antonio, Texas",TX,South,,male,0
2015-01-01 11:43:00,‰ÛÏ@NAIABaseballPro: Your New Years resolution should be to hit over .225‰Û lolz,Humor,Humor about Personal Growth and Interests Resolutions,san diego ,CA,West,Pacific Time (US & Canada),male,0
2015-01-01 11:43:00,New Years resolution: Stay happy. My happiness..my internal happiness is MINE only. I won't ever let anyone take it away.,Personal Growth,Respect Others,"Sherman Oaks, CA",CA,West,Pacific Time (US & Canada),female,0
2015-01-01 11:43:00,"In 2014, I made a New Years resolution to get to 200 pounds. I wanted to work on my body and gain, I‰Û_ http://t.co/vojMACCevc",Health & Fitness,Lose weight,The Ville/Stillwater,OK,South,,male,0
2015-01-01 11:43:00,New Years resolution: be more like Kanye West.,Personal Growth,Update my wardrobe,Boulder Colorado,CO,West,,male,0
2015-01-01 11:43:00,RT @AngelJOlvera: New Years resolution #1: be nicer to boys,Family/Friends/Relationships,Make more time for friends,los angeles ,CA,West,Arizona,female,1
2015-01-01 11:44:00,"""@ItsGavin_bruhh: New Years resolution : stop masterbating when I'm bored ."" REALIST TWEET OF 2015 SO FAR.",Humor,Humor about Family/Friends/Relationships Resolutions,"San Antonio, Texas",TX,South,,male,5
2015-01-01 11:44:00,New Years resolution not drink for a long long time,Health & Fitness,Stop/Quit Drinking,Outskirts of Detroit City ,MI,Midwest,,male,0
2015-01-01 11:44:00,@envydatropic my new years resolution is to make people break theirs,Humor,Humor about not Resolutions in general,"Elkhart, IN.",IN,Midwest,,male,0
2015-01-01 11:44:00,@jimmyjohns New Years resolution. Try JJ's for the first time.,Personal Growth,Try new things,Indiana,IN,Midwest,Indiana (East),female,0
2015-01-01 11:44:00,My New Years resolution is to master economic praxeology and buy a second boat. Happy 2015! #goodbusiness,Education/Training,Improve Grades,"Lubbock, TX",TX,South,,male,0
2015-01-01 11:44:00,@TheEllenShow New Years resolution - don't miss Ellen. She is the best and most loved_Ù÷,Recreation & Leisure,Spend more time on my hobby,"Port Orchard, Wa",WA,West,Pacific Time (US & Canada),female,0
2015-01-01 11:44:00,"New Years Resolution: Use ""ruh-roh"" in an adult conversation",Humor,Humor about not Keeping Resolutions,"LA, CA",CA,West,Pacific Time (US & Canada),male,0
2015-01-01 11:44:00,"RT @ZekeTurner3: ""My New Years resolution is to find a beautiful, sweet girl to fall in love with."" - @KyleElrodd",Family/Friends/Relationships,Find a Girlfriend,"Memphis,TN ",TN,South,,male,1
2015-01-01 11:44:00,RT @daniellaa77: happy 2015 my new years resolution is to watch every episode of jimmy neutron ever this isnt a joke,Recreation & Leisure,See a Concert/Show,Massachusetts,MA,Northeast,Eastern Time (US & Canada),male,1
2015-01-01 11:44:00,New years resolution: to gain 15 pounds,Health & Fitness,Other,"Granite Falls, WA",WA,West,Pacific Time (US & Canada),female,1
2015-01-01 11:45:00,New Years resolution: get rich or cry trying,Finance,Cash in on my stock options,Texas Tech University ,TX,South,Central Time (US & Canada),male,0
2015-01-01 11:45:00,my new years resolution is to not eat pizza ! yea ! healthy !,Health & Fitness,Eat healthier,maine,ME,Northeast,Eastern Time (US & Canada),female,0
2015-01-01 11:45:00,My New Years resolution is to lose all the baby weight I gained back in college,Health & Fitness,Lose weight,Beverly Hills,CA,West,Pacific Time (US & Canada),male,0
2015-01-01 11:45:00,New Years Resolution: wear more leggings and yoga pants,Health & Fitness,Set up a home gym,Chicago,IL,Midwest,Central Time (US & Canada),female,0
2015-01-01 11:45:00,My New Years resolution is to eat more Mexican food,Personal Growth,Other,"Long Island, NY",NY,Northeast,Central Time (US & Canada),male,1
2015-01-01 11:45:00,New Years Resolution: more One Direction,Recreation & Leisure,Other,"New York, NY",NY,Northeast,Eastern Time (US & Canada),male,1
2015-01-01 11:46:00,RT @matthewd_: no new years resolution bc i dont need to change #iwokeuplikethis,Humor,Humor about not Resolutions in general,Maryland ,MD,South,Eastern Time (US & Canada),female,6
2015-01-01 11:46:00,RT @muhbahnigg: New Years resolution: to just be freaking nice to everybody and anybody.,Personal Growth,Respect Others,Bay Area ||3/4||,CA,West,,female,2
2015-01-01 11:46:00,my New Years resolution is clearly not to eat healthier _Ù¥_Ù¥_Ù¥ http://t.co/j9adRl6GNK,Humor,Humor about Personal Growth and Interests Resolutions,"New York, NY",NY,Northeast,Eastern Time (US & Canada),female,0
2015-01-01 11:46:00,my New Years resolution is to eat healthier,Health & Fitness,Eat healthier,omaha ,NE,Midwest,Eastern Time (US & Canada),female,0
2015-01-01 11:46:00,@AdriannaKnauer and I ' s new years resolution is to finish all of friends and gossip girl before we graduate #bringiton,Recreation & Leisure,Other,pennsylvanie ,PA,Northeast,Eastern Time (US & Canada),female,0
2015-01-01 11:46:00,My New Years resolution every year is no cursing and to look hot as FVCK but Lauren had to play IDFWU right on midnight -_-,Humor,Humor about New Years,"Honolulu, Hawaii",HI,West,Hawaii,male,0
2015-01-01 11:46:00,Rainy days call for lazy reading days and burning candles. New Years resolution to keep reading and‰Û_ http://t.co/SuhPWhjZrA,Personal Growth,Be more positive,"Austin, TX",TX,South,Eastern Time (US & Canada),female,0
2015-01-01 11:46:00,"RT @GNCordova: New Years Resolution: try not to have a black hair tie on my wrist in every picture, this year.",Personal Growth,Face Fears,Bellingham,WA,West,Pacific Time (US & Canada),female,1
2015-01-01 11:46:00,RT @MEANGIRL_Dara: My New Years resolution is to dress like a girl again everyday.,Personal Growth,Improve my attitude,brooklyn|‰_•ü,NY,Northeast,Central Time (US & Canada),female,1
2015-01-01 11:46:00,Okay. My New Years resolution? Get partnered on Twitch. That's attainable right? :),Humor,Humor about Family/Friends/Relationships Resolutions,Oklahoma,OK,South,,male,1
2015-01-01 11:46:00,RT @dirtyhipsjacob: Well one of my New Years resolution was to loose weight but all I've done today is lay on the couch with my phone and e‰Û_,Health & Fitness,Lose weight,philly,PA,Northeast,,female,1
2015-01-01 11:47:00,My New Years resolution is to be more financially responsible. And to stop biting my fingernails...,Finance,Manage debt,Washington,WA,West,Arizona,female,0
2015-01-01 11:47:00,"My New Years resolution was to no longer watch reality TV shows, BUT Im now currently watching my favorite reality show #NYResolutionsBroken",Personal Growth,Watch less TV,Stillwater Oklahoma,OK,South,Central Time (US & Canada),male,0
2015-01-01 11:47:00,My New Years resolution: never drink again,Health & Fitness,Stop/Quit Drinking,"Lafayette, LA",CA,West,Eastern Time (US & Canada),female,0
2015-01-01 11:47:00,My New Years resolution is 1080p _Ù÷É,Humor,Humor about not Resolutions in general,"Portales, NM",NM,West,,male,0
2015-01-01 11:47:00,"My new years resolution was to not eat meat again for good, but my mom made tacos so I lasted a day",Humor,Humor about Health and Fitness Resolutions,kansas,KS,Midwest,Central Time (US & Canada),male,0
2015-01-01 11:47:00,My New Years resolution is to be more tricky.,Humor,Humor about Health and Fitness Resolutions,NYC,NY,Northeast,International Date Line West,female,0
2015-01-01 11:47:00,My new years resolution is to be the protagonist of a PSA. #goodchoices #NewYearNewYou #blessed,Personal Growth,Acheive My Goals,"Minneapolis, MN - Madison, WI",MN,Midwest,,female,0
2015-01-01 11:47:00,New Years Resolution Save Money don't Spend Money,Finance,Save money,"Houston, Texas",TX,South,Eastern Time (US & Canada),male,0
2015-01-01 11:47:00,"@CHP_GoldenGate So I think my New Years resolution is to wake up this morning. Which I've already done, so I'm good for the year :p",Humor,Humor about Recreation and Leisure Resolutions,"Bay Area, CA, USA",CA,West,Pacific Time (US & Canada),female,0
2015-01-01 11:47:00,My New Years resolution is to continue to avoid listening to Heathers at all costs,Humor,Humor about Time Management/Organization Resolutions,New York | Wagner College 2017,NY,Northeast,Eastern Time (US & Canada),female,0
2015-01-01 11:47:00,My New Years resolution is to start wearing pants more often. #aiminghigh http://t.co/hEwGYFMOea,Humor,Humor about Family/Friends/Relationships Resolutions,"Los Angeles, CA",CA,West,Pacific Time (US & Canada),male,0
2015-01-01 11:47:00,New years resolution is to leave 2014 terms behind and make my own anyone with me?åÀ,Personal Growth,Focus on my self,Calabasas,CA,West,Central Time (US & Canada),male,0
2015-01-01 11:47:00,My New Years Resolution is to put myself out there &amp; meet new genuine people. Build a better physique &amp; to be a better man,Personal Growth,Spend less time on Facebook,"Dallas, Texas",TX,South,Mountain Time (US & Canada),male,0
2015-01-01 11:47:00,My New Years Resolution! Buy more Jordan's!_ÙÔÙ_ÙÔÙGet this money everyday!_ÙÕ¡_ÙÕ¡                      Sounds about right!,Humor,Humor about Recreation and Leisure Resolutions,"Ross, Ohio",OH,Midwest,,male,0
2015-01-01 11:47:00,"New Years Resolution number 2, tweet more #MaybeLater",Humor,Humor about New Years,"Bloomington, IN",IN,Midwest,,male,0
2015-01-01 11:47:00,New Years Resolution: Contentedness.,Personal Growth,Spend less time on Facebook,Florida,FL,South,Eastern Time (US & Canada),female,1
2015-01-01 11:48:00,RT @FreakingTrue: My New Years resolution is simply going to be remembering to write 2015 instead of 2014,Humor,Humor about New Years,"Milwaukee,WI",WI,Midwest,Central Time (US & Canada),female,642
2015-01-01 11:48:00,New years resolution: get cuter,Personal Growth,Improve my appearance,Texas,TX,South,Pacific Time (US & Canada),male,0
2015-01-01 11:49:00,"RT @mattpodwysocki: New Years Resolution, Use Tabs Instead of Spaces because Ken Thompson from @golang said so https://t.co/HuIgNaKmoP",Humor,Humor about Career Resolutions,"Washington, DC",DC,South,Eastern Time (US & Canada),male,6
2015-01-01 11:49:00,New Years Resolution... Writing the Date correctly on my school papers the first time. Ha xD.,Education/Training,Start Master‰Ûªs program,Ohio,OH,Midwest,Eastern Time (US & Canada),female,0
2015-01-01 11:49:00,"Ok, I keep getting asked about a New Years Resolution... Here is mine for everyone that is asking... I have an... http://t.co/0FWWWGfvBp",Personal Growth,Be more positive,Missouri,MO,Midwest,Central Time (US & Canada),female,0
2015-01-01 11:49:00,New Years resolution get more gainz,Personal Growth,Be More Fun,Eugene Oregon,OR,West,Pacific Time (US & Canada),male,0
2015-01-01 11:49:00,My New Years Resolution is to gain between 5 and 8 hundred pounds until i have to be removed from my house by a crane,Humor,Humor about Time Management/Organization Resolutions,Cincinnati ,OH,Midwest,,male,0
2015-01-01 11:49:00,New years resolution: gain 20lbs,Health & Fitness,Stop/Quit Drinking,NY,NY,Northeast,Eastern Time (US & Canada),female,0
2015-01-01 11:49:00,New Years resolution is to date someone rich,Family/Friends/Relationships,Find a Girlfriend,California ,CA,West,Pacific Time (US & Canada),male,0
2015-01-01 11:49:00,First New Years resolution. http://t.co/9d2pj4dyQw,Family/Friends/Relationships,Spend more time with family,"Shreveport, LA",LA,South,Pacific Time (US & Canada),male,0
2015-01-01 11:49:00,My only New Years resolution is to stop thinking negative and speak my success &amp; over flowing happiness into existence _ÙÕÄ_Ù÷Î_ÙÕø,Personal Growth,Be more positive,"St. Croix, USVI/ Miami, Fl",FL,South,Eastern Time (US & Canada),female,1
2015-01-01 11:50:00,RT @alexisg928: I have one New Years resolution and that is to be happy,Personal Growth,Get a tattoo,"Pierre, SD",SD,Midwest,,female,31
2015-01-01 11:50:00,RT @SidneyRossee: New Years resolution: to not let people who aren't worth it affect my happiness,Personal Growth,Learn to Say No,hughson‰Ð»•ü,CA,West,Arizona,female,13
2015-01-01 11:50:00,‰Ï¬Only one thing on my New Years Resolution: Have a strong mindset like @Jada5Starz _ÙÔ_ÙªÎ #TaughtMeWell,Personal Growth,Improve my attitude,San Bernardino,CA,West,,female,0
2015-01-01 11:50:00,New Years resolution: never drink again,Health & Fitness,Drink Less Caffine,georgia southern,GA,South,Central Time (US & Canada),female,0
2015-01-01 11:50:00,New Years Resolution? Make my boots grow.,Health & Fitness,Excersize More,Albuquerque,NM,West,,female,0
2015-01-01 11:50:00,My new years resolution! http://t.co/sNYxeOrl9F,Humor,Humor about Helping Others Resolutions,Colorado,CO,West,Mountain Time (US & Canada),male,0
2015-01-01 11:50:00,"New years resolution: buy more fedoras, rock some sick ass camo cargoes, and start blogging on tumblr",Personal Growth,Be more positive,Charlotte,NC,South,Atlantic Time (Canada),male,0
2015-01-01 11:50:00,New Years resolution: be BeyoncÌ©,Humor,Humor about Recreation and Leisure Resolutions,Texas Tech University ,TX,South,Central Time (US & Canada),male,0
2015-01-01 11:50:00,New Years resolution: I give up on u,Family/Friends/Relationships,Other,Texas,TX,South,Mountain Time (US & Canada),male,0
2015-01-01 11:50:00,"It's 2015! New years resolution? Let go, and let God. _ÙÕª Happy New Year! _Ù÷_",Personal Growth,Acheive My Goals,"Lebanon, Tennessee",TN,South,,female,0
2015-01-01 11:50:00,"@nflnetwork my new years resolution is to find a team, been teamless since ""The Catch"" #Cowboys let me down losing 3 NFC championship in row",Career,Work for myself,Tyler Texas,TX,South,Central Time (US & Canada),male,0
2015-01-01 11:50:00,New Years Resolution: Drink more Baja Blast _ÙÎ_ http://t.co/vyHYyxtjgt,Personal Growth,Improve my attitude,"Get Dis, CA",CA,West,Pacific Time (US & Canada),male,0
2015-01-01 11:50:00,"RT @AMightyWolf: Made any New Years resolutions?Me: To not say ""sorry"" after I express how I feel. Like how your resolution is so pretent‰Û_",Personal Growth,Be more positive,New Jersey ,NJ,Northeast,Mountain Time (US & Canada),male,1
2015-01-01 11:50:00,RT @ItzYaBoyKevin: My New Years' resolution in one word: Progress,Personal Growth,Improve my attitude,"Manchester, KY",KY,South,Eastern Time (US & Canada),male,1
2015-01-01 11:50:00,New Years resolution: more brunch.,Health & Fitness,Other,"San Diego, CA",CA,West,,female,1
2015-01-01 11:51:00,My new years resolution is to work on being a better friend,Family/Friends/Relationships,Propose to my girlfriend / boyfriend,New Jersey,NJ,Northeast,Atlantic Time (Canada),female,0
2015-01-01 11:51:00,"Welp, I've completed my first New Years Resolution, I cleaned house. Hahaha",Humor,Humor about New Years,Montana,MT,West,Mountain Time (US & Canada),male,0
2015-01-01 11:51:00,fun new years resolution: stop wearing socks with adidas sandals,Humor,Humor about not Resolutions in general,california,CA,West,Pacific Time (US & Canada),female,0
2015-01-01 11:51:00,RT @brittannyyy17: ‰ÛÏ@vwalk24: New Years Resolution: visit Brittany in Austin‰Û,Family/Friends/Relationships,Spend more time with significant other,texas,TX,South,,female,1
2015-01-01 11:51:00,My New Years resolution is to stop being mean and sarcastic... We all know it's not happening,Personal Growth,Get a tattoo,Phoenix,AZ,West,Arizona,female,1
2015-01-01 11:51:00,RT @TannerTorbenson: My new years resolution is to get to first hour atleast twice a week.. _ÙÔÎ,Personal Growth,Learn to let things go,"Burnsville, Mn",MN,Midwest,Central Time (US & Canada),female,1
2015-01-01 11:52:00,Back in the gym tomorrow. My only New Years resolution.,Health & Fitness,Improve my body,"City by the bay, Texas",TX,South,Central Time (US & Canada),male,2
2015-01-01 11:52:00,New Years Resolution: Be taken backstage at #CheekToCheekTour at Radio City and meet Tony Bennett and Lady Gaga. These are my life goals.,Recreation & Leisure,Spend more time on my hobby,NJ/NYC,NY,Northeast,Eastern Time (US & Canada),male,2
2015-01-01 11:52:00,My new years resolution: kickin' it twice as hard.,Humor,Humor about New Years,"Fabius, NY",NY,Northeast,Eastern Time (US & Canada),male,2
2015-01-01 11:52:00,New Years Resolution: eat more @jimmyjohns . This Christmas gift should help! #Yummy2015 http://t.co/mztbtIJPLv,Health & Fitness,Improve my body,Mississippi,MS,South,Central Time (US & Canada),female,0
2015-01-01 11:52:00,New Years Resolution: walk my cat on a leash.,Humor,Humor about New Years,philadelphia,PA,Northeast,Eastern Time (US & Canada),female,0
2015-01-01 11:52:00,New Years Resolution. Haha #fatyear #cuban #tampa http://t.co/NGoHp5xkWf,Recreation & Leisure,See a Concert/Show,Connecticut,CT,Northeast,Eastern Time (US & Canada),male,0
2015-01-01 11:52:00,My New Years Resolution is to become batman. Sorry Mom and Dad.,Humor,Humor about New Years,NC,NC,South,,male,1
2015-01-01 11:52:00,"RT @andrew_d_22: New Years Resolution is to set my expectations lower that way I will be disappointed less, and pleasantly surprised more o‰Û_",Humor,Humor about Career Resolutions,NC‰÷Û,NC,South,Atlantic Time (Canada),female,1
2015-01-01 11:53:00,"RT @HulkHogan: New Years Resolution ,only people with love and joy will be in my life,I refuse to engage with confrontational or negative p‰Û_",Personal Growth,Make better decisions,Louisiana,LA,South,Central Time (US & Canada),female,989
2015-01-01 11:53:00,"My new years resolution is to be referred to by my first and last name by all, like I'm some kind of famous or somethin.",Personal Growth,Other,"Allendale, MI",MI,Midwest,Quito,male,0
2015-01-01 11:53:00,"New Years resolution - to be in the gym everyday, time to get back at it",Health & Fitness,Go to the gym more,"Murfreesboro , Tennessee",TN,South,Central Time (US & Canada),male,0
2015-01-01 11:53:00,My New Years resolution: Live life to the fullest because life is a gift &amp; it's so precious. Don't take it for granted #newyearnewjoy #2015,Personal Growth,Be more positive,"Madison, MS ",MS,South,,female,0
2015-01-01 11:53:00,new years resolution: to have more patience &amp; not overreact as much,Personal Growth,Have more patience,"oahu, hi ",HI,West,Hawaii,female,0
2015-01-01 11:53:00,What's your New Year's resolution? New Year's Resolution: Become a Wine God http://t.co/O2oV0H8Ts8 via @SilverSporkNews,Recreation & Leisure,Spend more time on my hobby,"San Antonio, Texas",TX,South,Central Time (US & Canada),female,0
2015-01-01 11:53:00,My New Years Resolution! #2015 #getinshape  #summerbodies #aremadeinthewinter _Ù¡_Ù¡_Ù¡ https://t.co/iCJQjNmYGP,Health & Fitness,Eat Less Sugar,Tennessee,TN,South,,female,0
2015-01-01 11:53:00,I've decided that my New Years resolution is to have more sandwiches and bagpipes #HIMYM,Humor,Humor about Health and Fitness Resolutions,"Clemson, South Carolina",SC,South,Eastern Time (US & Canada),male,0
2015-01-01 11:53:00,New Years Resolution: be this cool again. #tbt http://t.co/7vt5zy765o,Personal Growth,Focus on my self,Colorado,CO,West,Mountain Time (US & Canada),female,0
2015-01-01 11:53:00,"RT @OMGchronicles: New Year‰Ûªs resolution No. 1: Remove ""should"" from vocabulary: http://t.co/QdSzd39swT",Personal Growth,Use more social media,Colorado,CO,West,Mountain Time (US & Canada),female,0
2015-01-01 11:53:00,Really hoping I actually stay with this New Years resolution...,Personal Growth,Improve my attitude,"highland, il",IL,Midwest,,female,1
2015-01-01 11:54:00,RT @stevie_hergert: New Years resolution: be happy.,Personal Growth,Get a tattoo,vidor,TX,South,Arizona,male,5
2015-01-01 11:54:00,My New Years resolution was to take more pictures. I didn't get a single picture last night.,Personal Growth,Appreciate what I have,"Isla Vista, CA",CA,West,Arizona,female,0
2015-01-01 11:54:00,My new years resolution? To be a better person _Ù÷_ to give and make more people happy. To help and be myself _ÙÕª,Personal Growth,Improve my attitude,"HOUSTON, TX",TX,South,Central Time (US & Canada),female,0
2015-01-01 11:54:00,my only New Years resolution is to have a just as successful year in 2015 as I did in 2014.,Personal Growth,Be more positive,New York City,NY,Northeast,,female,0
2015-01-01 11:54:00,RT @KClarke022: New years resolution: no more drinking,Health & Fitness,Quit smoking,"Tallahassee, FL",FL,South,,male,1
2015-01-01 11:55:00,New Years resolution: try not to worry so much.,Personal Growth,Be more positive,mi ,MI,Midwest,Hawaii,female,0
2015-01-01 11:55:00,2015 my New Years resolution is to gain 20 pounds of pure fat and sleep 14 hours a day,Health & Fitness,Other,"Chicago, Illinois ",IL,Midwest,Central Time (US & Canada),female,0
2015-01-01 11:55:00,My new years resolution is to work on last years resolutions.,Humor,Humor about not Resolutions in general,Honolulu,HI,West,Hawaii,female,0
2015-01-01 11:55:00,New Years Resolution is to find a better job,Career,Get a new job,Kansas,KS,Midwest,Central Time (US & Canada),male,0
2015-01-01 11:55:00,My New Years resolution: to leave the past in the past and not think about anything but the future _ÙÕ,Personal Growth,Focus on My Future,sweet carolina / tennessee,TN,South,Quito,female,0
2015-01-01 11:55:00,RT @jessicamey14: my new years resolution is to stop being an idiot,Personal Growth,Be more positive,"York County, Virginia",VA,South,Eastern Time (US & Canada),male,1
2015-01-01 11:55:00,RT @_julllliet: New Years resolution: stop being clumsy,Personal Growth,Have more patience,Los Angeles ,CA,West,,female,1
2015-01-01 11:55:00,My New Years resolution is to not go out for New Years next year. Hello pajamas and Netflix!,Humor,Other,"Muskego, Wisconsin",WI,Midwest,Central Time (US & Canada),female,1
2015-01-01 11:56:00,RT @Jenniferg12_: New Years resolution:: stop messing with F boys!!!,Family/Friends/Relationships,Other,"Dallas, Tx",TX,South,Pacific Time (US & Canada),female,14
2015-01-01 11:56:00,RT @katelynnnricee: New Years resolution: make myself happy; screw everyone else,Personal Growth,Focus on my self,new york,NY,Northeast,Atlantic Time (Canada),female,3
2015-01-01 11:56:00,RT @YungCheun: 2015 new years resolution: Find @taylorrching a boyfriend ^_^,Family/Friends/Relationships,Propose to my girlfriend / boyfriend,Portland,OR,West,,male,3
2015-01-01 11:56:00,RT @littleschultz37: New Years Resolution: Drink stronger coffee.,Humor,Humor about Health and Fitness Resolutions,Nebraska,NE,Midwest,Central Time (US & Canada),female,2
2015-01-01 11:56:00,RT @LaurennTaylorr: New Years resolution: drink more coffee. always.,Health & Fitness,Other,"Orange County, California",CA,West,Pacific Time (US & Canada),female,2
2015-01-01 11:56:00,New Years resolution is to find this sweater. http://t.co/HBD56BJRfr,Recreation & Leisure,Spend more time on my hobby,"Sunnyvale, Texas ",TX,South,Pacific Time (US & Canada),male,0
2015-01-01 11:56:00,My New Years resolution: pick me over others! Thanks to @nicholeonnen for helping me figure this one out #herestome #2015GonnaBeMyYear,Personal Growth,Focus on my self,Iowa,IA,Midwest,,female,0
2015-01-01 11:56:00,New Years resolution don't accidentally drink a PBR this year,Humor,Humor about Recreation and Leisure Resolutions,New York,NY,Northeast,Eastern Time (US & Canada),male,0
2015-01-01 11:56:00,Afternoon run to break in that New Years resolution I promised _ÙÕ»_ÙÔÙ_ÙÔÙ,Health & Fitness,Excersize More,Colorado ,CO,West,Arizona,female,0
2015-01-01 11:56:00,‰ÛÏ@angilovesdodgrs: 2015 my New Years resolution is to gain 20 pounds of pure fat and sleep 14 hours a day‰Û I did that last year #overrated,Humor,Humor about Health and Fitness Resolutions,"Chicago, Illinois",IL,Midwest,Central Time (US & Canada),male,0
2015-01-01 11:57:00,"RT @zoe_vanesssa: New Years resolution: trust no one, everyone's fake lol",Personal Growth,Appreciate what I have,Orlando,FL,South,,female,9
2015-01-01 11:57:00,My New Years resolution is to be more productive,Time Management/Organization,Learn better time management practices,Tulare CA,CA,West,Arizona,female,0
2015-01-01 11:57:00,My new years resolution is to get into @EAMaddenNFL top 100 in online ranked,Recreation & Leisure,Spend more time on my hobby,"saint petersburg,florida",FL,South,St. Petersburg,male,0
2015-01-01 11:57:00,"My New Years resolution is to not write ""14"" in the date of my papers. Not even onvr",Humor,Humor about New Years,"Wyandotte, Michigan",MI,Midwest,,male,0
2015-01-01 11:57:00,My New Years resolution is to do everything I can to make sure my son can do this. @CUDenver http://t.co/7tCLyvPpBc,Family/Friends/Relationships,Spend more time with family,"Lakewood, CO",CO,West,,male,0
2015-01-01 11:57:00,"@Rissake New Years resolution: get drunk at your house. I did my resolution, get on my level.",Humor,Humor about Health and Fitness Resolutions,Ohio,OH,Midwest,,male,0
2015-01-01 11:57:00,"My New Years resolution: eat unhealthy and gain 10 pounds, that way by next year I can say I actually kept up with my resolution_Ù÷â_Ù÷â_Ù_ä",Humor,Humor about Health and Fitness Resolutions,Texas,TX,South,Eastern Time (US & Canada),female,1
2015-01-01 11:58:00,My New Years resolution is to not let people walk all over me ‰÷•ü,Personal Growth,Improve my attitude,Western Mass,MA,Northeast,Quito,female,2
2015-01-01 11:58:00,My New Years resolution is to be more like Larry Culpepper.,Personal Growth,Other,"Monmouth, Illinois",IL,Midwest,Central Time (US & Canada),male,0
